"Vermälungs-Toaste Walzer, Op.136 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Vermälungs-Toaste_Walzer,_Op.136_(Strauss_Jr.,_Johann)"
"Vibrationen Walzer, Op.204 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Vibrationen_Walzer,_Op.204_(Strauss_Jr.,_Johann)"
"Volkssänger Walzer, Op.119 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Volkssänger_Walzer,_Op.119_(Strauss_Jr.,_Johann)"
"Wahlstimmen Walzer, Op.250 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Wahlstimmen_Walzer,_Op.250_(Strauss_Jr.,_Johann)"
"Wellen und Wogen Walzer, Op.141 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Wellen_und_Wogen_Walzer,_Op.141_(Strauss_Jr.,_Johann)"
"Wien, mein Sinn! Walzer, Op.192 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Wien,_mein_Sinn!_Walzer,_Op.192_(Strauss_Jr.,_Johann)"
"Wiener Bonbons Walzer, Op.307 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Wiener_Bonbons_Walzer,_Op.307_(Strauss_Jr.,_Johann)"
"Wiener Chronik Walzer, Op.268 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Wiener_Chronik_Walzer,_Op.268_(Strauss_Jr.,_Johann)"
"Wiener-Punch-Lieder Walzer, Op.131 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Wiener-Punch-Lieder_Walzer,_Op.131_(Strauss_Jr.,_Johann)"
"Wilde Rosen Walzer, Op.42 (Strauss Jr., Johann)","2","Category:Strauss Jr., Johann","http://imslp.org/wiki/Wilde_Rosen_Walzer,_Op.42_(Strauss_Jr.,_Johann)"
