"10 Celebrated String Quartets (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/10_Celebrated_String_Quartets_(Mozart,_Wolfgang_Amadeus)"
"27 Quartets (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/27_Quartets_(Mozart,_Wolfgang_Amadeus)"
"3 Quartets, Op.79 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/3_Quartets,_Op.79_(Mozart,_Wolfgang_Amadeus)"
"6 Quartetti capricciosi (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/6_Quartetti_capricciosi_(Mozart,_Wolfgang_Amadeus)"
"Die Mailänder Quartette (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Die_Mailänder_Quartette_(Mozart,_Wolfgang_Amadeus)"
"Flute Quartet in A major, K.298 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Flute_Quartet_in_A_major,_K.298_(Mozart,_Wolfgang_Amadeus)"
"Flute Quartet in C major, K.Anh.171/285b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Flute_Quartet_in_C_major,_K.Anh.171/285b_(Mozart,_Wolfgang_Amadeus)"
"Flute Quartet in D major, K.285 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Flute_Quartet_in_D_major,_K.285_(Mozart,_Wolfgang_Amadeus)"
"Flute Quartet in G major, K.285a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Flute_Quartet_in_G_major,_K.285a_(Mozart,_Wolfgang_Amadeus)"
"Oboe Quartet in F major, K.370/368b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Oboe_Quartet_in_F_major,_K.370/368b_(Mozart,_Wolfgang_Amadeus)"
"Piano Quartet in E-flat major, K.493 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Piano_Quartet_in_E-flat_major,_K.493_(Mozart,_Wolfgang_Amadeus)"
"Piano Quartet in G minor, K.478 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Piano_Quartet_in_G_minor,_K.478_(Mozart,_Wolfgang_Amadeus)"
"Quartette für 2 Violinen, Viola und Violoncello (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Quartette_für_2_Violinen,_Viola_und_Violoncello_(Mozart,_Wolfgang_Amadeus)"
"Selected String Quartets (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Selected_String_Quartets_(Mozart,_Wolfgang_Amadeus)"
"String Quartet in A major, K.Anh.72/464a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_in_A_major,_K.Anh.72/464a_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.1 in G major, K.80/73f (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.1_in_G_major,_K.80/73f_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.10 in C major, K.170 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.10_in_C_major,_K.170_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.11 in E-flat major, K.171 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.11_in_E-flat_major,_K.171_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.12 in B-flat major, K.172 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.12_in_B-flat_major,_K.172_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.13 in D minor, K.173 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.13_in_D_minor,_K.173_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.14 in G major, K.387 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.14_in_G_major,_K.387_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.15 in D minor, K.421/417b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.15_in_D_minor,_K.421/417b_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.16 in E-flat major, K.428/421b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.16_in_E-flat_major,_K.428/421b_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.17 in B-flat major, K.458 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.17_in_B-flat_major,_K.458_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.18 in A major, K.464 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.18_in_A_major,_K.464_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.19 in C major, K.465 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.19_in_C_major,_K.465_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.2 in D major, K.155/134a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.2_in_D_major,_K.155/134a_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.20 in D major, K.499 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.20_in_D_major,_K.499_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.21 in D major, K.575 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.21_in_D_major,_K.575_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.22 in B-flat major, K.589 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.22_in_B-flat_major,_K.589_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.23 in F major, K.590 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.23_in_F_major,_K.590_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.3 in G major, K.156/134b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.3_in_G_major,_K.156/134b_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.4 in C major, K.157 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.4_in_C_major,_K.157_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.5 in F major, K.158 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.5_in_F_major,_K.158_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.6 in B-flat major, K.159 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.6_in_B-flat_major,_K.159_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.7 in E-flat major, K.160/159a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.7_in_E-flat_major,_K.160/159a_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.8 in F major, K.168 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.8_in_F_major,_K.168_(Mozart,_Wolfgang_Amadeus)"
"String Quartet No.9 in A major, K.169 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/String_Quartet_No.9_in_A_major,_K.169_(Mozart,_Wolfgang_Amadeus)"
"Symphony in F major, K.Anh.223/19a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_in_F_major,_K.Anh.223/19a_(Mozart,_Wolfgang_Amadeus)"
"Symphony in G major, K.Anh.221/45a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_in_G_major,_K.Anh.221/45a_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.1 in E-flat major, K.16 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.1_in_E-flat_major,_K.16_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.10 in G major, K.74 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.10_in_G_major,_K.74_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.11 in D major, K.84/73q (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.11_in_D_major,_K.84/73q_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.12 in G major, K.110/75b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.12_in_G_major,_K.110/75b_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.13 in F major, K.112 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.13_in_F_major,_K.112_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.14 in A major, K.114 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.14_in_A_major,_K.114_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.15 in G major, K.124 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.15_in_G_major,_K.124_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.16 in C major, K.128 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.16_in_C_major,_K.128_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.17 in G major, K.129 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.17_in_G_major,_K.129_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.18 in F major, K.130 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.18_in_F_major,_K.130_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.19 in E-flat major, K.132 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.19_in_E-flat_major,_K.132_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.20 in D major, K.133 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.20_in_D_major,_K.133_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.21 in A major, K.134 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.21_in_A_major,_K.134_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.22 in C major, K.162 (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.22_in_C_major,_K.162_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.23 in D major, K.181/162b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.23_in_D_major,_K.181/162b_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.24 in B-flat major, K.182/173dA (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.24_in_B-flat_major,_K.182/173dA_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.25 in G minor, K.183/173dB (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.25_in_G_minor,_K.183/173dB_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.26 in E-flat major, K.184/161a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.26_in_E-flat_major,_K.184/161a_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.27 in G major, K.199/161b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.27_in_G_major,_K.199/161b_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.28 in C major, K.200/189k (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.28_in_C_major,_K.200/189k_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.29 in A major, K.201/186a (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.29_in_A_major,_K.201/186a_(Mozart,_Wolfgang_Amadeus)"
"Symphony No.30 in D major, K.202/186b (Mozart, Wolfgang Amadeus)","2","Category:Mozart, Wolfgang Amadeus","http://imslp.org/wiki/Symphony_No.30_in_D_major,_K.202/186b_(Mozart,_Wolfgang_Amadeus)"
